0.309382,-0.617839,-0.805005,0.813927,1
2.007783,0.735040,0.307597,-0.733689,1
0.683024,-0.988738,0.377136,-1.453889,1
1.644757,0.543618,-0.436810,0.719936,1
1.308294,0.166826,0.776746,-0.499370,1
1.163431,0.455177,0.047302,0.006692,1
0.793437,-0.464018,-0.263036,-0.391820,1
1.090870,0.002147,0.396569,-0.206238,1
1.027238,-0.107594,0.188908,1.561142,1
1.006846,0.583054,0.074468,-0.409012,1
1.324785,-0.200153,-1.008207,1.191279,1
1.125400,0.482703,0.530027,0.870473,1
1.049293,0.673344,-0.841470,-0.193247,1
0.027776,-0.102836,0.036002,0.509845,1
0.970962,0.070411,-0.410200,-0.755468,1
0.389907,-0.537484,-0.054897,0.567639,1
1.161152,0.317132,0.580662,0.241262,1
0.863400,-0.030150,-0.180103,-0.527358,1
0.857572,-0.994680,0.021814,-0.649412,1
1.400554,-1.523496,0.249988,-0.299052,1
0.506931,0.478704,-0.324778,-1.280371,1
-0.537479,0.239198,0.425941,-0.005599,1
0.526094,-0.671859,0.311094,-0.499796,1
0.468713,-1.642107,-0.635506,0.563732,1
0.754995,0.287669,0.003020,-0.374028,1
1.457153,-0.392683,-0.555774,-0.512561,1
-0.230919,0.860429,-0.603855,0.100268,1
1.451118,-0.142032,-0.147659,-0.833505,1
1.138893,-0.672648,-0.619463,-0.208473,1
0.430276,-0.656111,0.068242,1.353673,1
0.942365,-0.797982,0.292153,0.548214,1
2.282369,0.065573,-0.169217,-0.396784,1
0.576386,-0.058921,0.381986,0.072750,1
0.561852,0.626157,-0.182061,-0.050541,1
1.576376,-0.403342,-0.755430,0.274958,1
1.422148,0.543057,0.465859,1.389783,1
1.787981,-0.910585,0.201878,-0.206925,1
1.157420,-0.229195,0.466584,0.576365,1
0.569143,-0.707617,0.130085,0.282031,1
1.125739,-0.082772,0.247280,0.378724,1
0.884315,1.161241,0.888591,-1.876326,1
1.139354,0.683413,-0.040590,0.157135,1
1.686641,0.519907,1.109196,0.367390,1
1.164454,-0.689851,-1.008907,-1.389713,1
1.784313,0.918082,0.319883,-1.029042,1
-0.204204,-0.507813,0.228204,-0.115326,1
0.579498,-1.305361,-0.614533,0.907413,1
0.520769,-0.041192,-0.274242,0.683730,1
0.691370,1.313891,1.065176,0.204550,1
1.190799,-0.268319,-0.850292,0.016241,1
1.617191,-0.665236,-0.103218,-0.001570,1
1.128341,-1.198524,0.367495,0.646779,1
-0.535342,0.643269,-0.755302,-0.275432,1
0.310836,0.778106,-0.967646,0.650090,1
1.919137,0.648146,-1.051231,-0.449684,1
0.903997,0.329659,1.072980,-0.147664,1
1.007834,-0.073774,0.015476,0.949272,1
1.924107,-0.218543,0.616993,0.314396,1
1.672156,0.225482,0.681815,-0.081915,1
0.743623,-0.596066,0.269739,1.319935,1
0.594865,0.627094,-1.024162,1.422017,1
1.295806,0.143156,1.561001,0.278673,1
0.910932,0.614269,-0.192351,0.645114,1
1.947806,-0.115886,-0.610033,1.075727,1
1.026430,0.636178,0.205389,-0.590652,1
1.417184,-0.049927,-0.056019,-0.932754,1
0.633258,-0.902595,0.149676,0.716944,1
0.888895,-1.155853,1.096637,-0.688977,1
0.561792,-1.339942,-0.940237,-0.294149,1
1.417009,0.646780,-0.570339,0.814793,1
1.340828,0.763797,0.765255,0.048043,1
1.576698,0.407376,-1.187716,0.245506,1
1.257190,-0.196399,-1.143605,0.405522,1
1.005218,-0.761204,-0.191567,0.860990,1
0.270210,-0.197649,-0.844779,1.255297,1
1.156681,-0.220612,0.078033,-1.097707,1
2.327436,-0.204944,0.031160,0.214515,1
0.096801,-0.365494,-0.741133,-0.128449,1
1.765007,0.023323,-0.285676,1.687546,1
1.411892,0.048075,-0.119882,-0.585753,1
1.175097,-0.268650,-0.063702,1.265156,1
0.840595,0.691461,0.414316,0.065103,1
0.699625,0.516759,-0.316502,0.280977,1
0.929579,-0.026642,-0.564615,0.531185,1
0.747581,0.556337,-0.289121,0.636276,1
1.384477,-0.547114,-0.011533,1.063894,1
1.752383,-0.405666,-0.471265,-0.651808,1
0.837444,0.070523,0.268206,1.182211,1
1.405641,0.409289,-0.495924,-0.136684,1
0.680228,0.457316,-0.386657,0.513599,1
-0.144900,-0.892106,0.029652,0.584620,1
1.424325,0.942765,0.851876,0.158918,1
0.632101,-0.495181,-1.250832,0.438255,1
1.817513,-0.197155,-0.583502,0.064395,1
1.719251,0.211315,-0.780083,-0.114031,1
0.930655,1.560300,0.575237,0.128201,1
2.097588,0.264784,0.456723,0.256972,1
0.290080,-0.121051,0.431593,-1.193465,1
0.601520,1.516205,-0.948453,-0.142334,1
1.390600,0.386447,0.617715,0.330515,1
1.530202,0.232982,0.713474,0.093703,1
1.217810,-0.882331,-0.284806,0.695180,1
0.631938,-0.277744,0.474040,0.201123,1
0.513356,1.007718,0.013153,-0.055238,1
1.830180,0.027222,-0.162663,-0.143151,1
1.194771,-1.074032,-0.784822,-0.648472,1
0.562833,0.249254,-0.038886,-0.675218,1
1.400451,-0.251826,-0.916314,-0.467412,1
0.423332,0.767398,0.200223,0.468231,1
0.804063,-1.015977,-0.735155,-0.409884,1
-0.181964,-2.263487,0.320399,-0.391525,1
0.273426,0.781558,2.251104,0.232229,1
-0.223218,-0.814001,0.470153,-0.793899,1
0.106524,0.386853,-0.843376,-0.529465,1
0.626555,0.047718,-0.919158,0.027648,1
1.558125,0.341820,0.514212,-0.054495,1
1.670432,0.048542,-0.341578,-0.602945,1
0.461788,-0.348460,0.060582,0.492447,1
0.493193,-1.181233,-1.183474,1.452164,1
1.147860,-0.216415,-0.107547,-0.763531,1
-0.151244,0.123953,-0.247199,0.579252,1
1.007514,-0.546891,0.609914,-0.584385,1
1.537852,-0.552227,0.214334,-0.760958,1
0.962974,0.221323,-1.234573,0.099939,1
0.781668,-0.378750,0.970163,-0.729950,1
1.312676,-0.200014,-0.647287,-0.312289,1
0.458331,0.264174,0.408628,-0.118226,1
1.051853,0.959944,-0.662026,0.298270,1
1.088489,0.010995,0.130796,-0.325175,1
1.681461,-0.798878,0.175706,-0.504294,1
0.518653,1.010263,-0.982975,1.822413,1
1.874663,0.955239,-0.929437,0.505252,1
0.615592,-1.244751,-0.313350,-0.120049,1
0.964013,0.290973,-0.236842,-0.071464,1
1.682504,0.533297,-1.016983,-0.326556,1
1.600796,-0.028822,1.369905,0.218093,1
0.777547,0.345913,-0.575059,0.288011,1
1.712128,0.259858,-0.254782,-0.503410,1
0.458810,0.096764,-1.723294,0.242779,1
1.159485,-0.436882,0.043489,0.342982,1
0.961014,0.005420,-0.461692,-0.034568,1
1.712940,-0.803990,0.511998,-0.039078,1
0.381417,-0.261428,-0.156549,-0.395247,1
0.459621,-0.650587,0.213033,-0.608864,1
0.764447,-0.283649,-0.937219,-0.590161,1
0.479688,0.633747,-0.083887,0.080010,1
1.277220,-0.048314,0.703313,-1.975936,1
-0.362993,-0.953358,-0.142365,-1.052079,1
2.266999,-0.626389,1.470138,0.280187,1
1.436040,0.148351,-0.367621,0.009495,1
0.700448,-0.148628,1.217362,0.186733,1
1.323084,0.607658,0.992885,-0.240431,1
0.998047,-0.533766,-0.497276,0.212559,1
0.598731,0.274065,-0.722756,0.187315,1
1.087185,0.514521,-1.558886,-1.566244,1
1.213779,-0.291546,0.598531,-0.522992,1
1.300681,0.724801,1.124410,-1.048966,1
-0.900908,0.166556,0.349605,0.143060,1
1.851247,0.710397,0.234504,-0.687517,1
-0.027449,-0.299743,-0.601341,-0.525518,1
1.341995,-0.515019,0.280153,-0.642039,1
0.273818,-0.363070,1.017981,0.009907,1
1.067315,0.487265,0.122371,-0.201677,1
1.067234,-1.202665,-0.193039,-0.469675,1
0.447084,0.221868,0.290278,0.306344,1
1.214669,0.034774,-0.148492,0.314043,1
1.063735,0.720599,0.084630,1.079937,1
0.481273,0.261059,-0.008686,-0.689350,1
0.474902,0.529979,0.064782,-0.212558,1
0.823709,-0.810150,-0.290120,0.835759,1
1.490555,-0.355204,0.476344,-0.392533,1
1.141235,0.817873,0.705826,-0.580876,1
0.432424,-0.592112,0.578592,0.055742,1
1.236246,-0.241727,0.914171,0.281192,1
0.473642,-0.186167,0.179528,0.182798,1
0.601071,0.380496,0.276240,0.020038,1
1.738454,-0.936640,-0.178597,-1.372056,1
1.143050,0.486296,-0.746593,0.797092,1
-0.090687,-0.083844,-0.497080,0.089763,1
0.612878,0.221986,0.203157,-0.198044,1
0.971806,0.985077,-0.205911,-0.800007,1
1.369199,0.074121,-0.061366,-1.112519,1
0.522247,-0.219693,0.454237,1.390019,1
0.393374,-0.009888,-0.590029,0.472205,1
1.822642,0.141703,-1.366513,1.088171,1
0.831982,-0.633861,-0.222045,-1.227472,1
1.422121,-0.357436,0.869039,-0.791315,1
1.019498,0.163344,0.136073,-0.069188,1
1.131527,0.926009,0.654412,0.176908,1
1.653105,0.826366,0.071453,0.848120,1
0.852532,-0.799452,0.576804,-1.295212,1
0.782573,-0.675355,0.227731,0.534235,1
0.668869,0.030231,-0.821844,0.665907,1
0.191809,-1.785872,-0.767741,0.526991,1
1.157573,0.324522,1.017934,1.201061,1
0.070942,1.003574,0.254820,0.759936,1
1.185244,0.696616,0.101810,-0.478898,1
0.946047,-0.316518,-0.482035,0.142684,1
1.199134,0.784048,-0.212493,-0.602279,1
2.958635,0.729280,0.337489,-0.437428,1
1.971158,-0.979154,0.448424,0.538097,1
0.922132,-1.288597,-0.521927,0.505341,1
1.352268,0.629250,0.411065,-0.151208,1
1.522326,-1.025542,-0.271128,-1.457805,1
0.890731,-0.316878,0.099446,0.974320,1
-0.049559,0.231565,-0.171281,0.432935,1
1.075190,0.098172,-0.697150,0.098234,1
1.709159,-0.064665,-0.563847,-0.512919,1
1.716494,0.758003,0.090898,-0.678997,1
1.530460,0.646476,0.963679,-1.021629,1
1.341110,-0.292809,-0.603887,0.842954,1
1.702698,-1.744033,-0.145043,-0.750513,1
0.409241,0.445136,-0.048432,0.392358,1
1.345270,0.621331,-0.776558,-0.935313,1
0.337237,-1.081409,-0.476649,-0.196080,1
0.673281,0.334797,-0.539894,0.973856,1
0.665890,1.810451,-0.895198,-0.425588,1
1.356507,-0.665024,-0.730207,-0.759109,1
1.340941,-0.174873,-0.238685,0.478549,1
1.925632,-0.207832,-0.402302,-0.600908,1
2.135769,0.884210,0.368516,0.320607,1
-0.277034,0.624746,-0.265714,-0.030841,1
1.117923,-0.175474,-0.427739,-0.041240,1
0.525341,-1.332949,-0.937715,0.664596,1
0.951934,0.260048,0.311899,0.281705,1
0.708517,-0.248506,-0.848042,0.932960,1
1.104309,1.782127,-0.066594,0.230036,1
1.091451,-0.220942,-0.111313,-0.473007,1
0.663544,0.066540,1.048669,-0.377275,1
1.098398,-0.667626,0.254935,0.139191,1
1.534150,0.111383,-0.167633,-0.663041,1
0.813732,-0.355870,0.596292,-1.201352,1
1.119415,-0.019260,-0.432921,-0.354976,1
0.185415,-0.519299,0.988307,0.935545,1
0.402970,-0.294487,-0.278289,1.031473,1
1.881146,0.946143,0.734683,-0.036616,1
2.349586,-1.337325,-0.224473,-0.225348,1
1.184350,0.015621,0.575667,0.392960,1
1.779592,1.294499,-0.509958,-0.733259,1
-0.258697,0.302974,0.268984,0.560942,1
