0.730815,-0.604398,1
0.790846,0.402689,1
0.601841,-1.029063,1
-0.199008,-0.602633,1
0.825560,1.084144,1
1.248825,-0.164546,1
-0.209999,0.163291,1
0.575831,0.203496,1
-0.903932,-1.358183,1
2.296967,-0.452073,1
-0.062420,0.057895,1
0.126170,0.551240,1
0.481754,-0.034579,1
0.011592,1.431073,1
2.158583,0.034404,1
0.371787,0.694930,1
0.824172,0.549279,1
1.001246,-0.493858,1
1.935395,-0.191278,1
0.811995,-0.082834,1
2.789794,0.795673,1
2.377319,-0.550742,1
2.002269,0.335519,1
0.472558,-0.119701,1
1.749920,-0.693899,1
0.178716,-0.273836,1
0.244782,1.178843,1
2.198146,1.505579,1
1.732231,0.185167,1
1.345019,0.060185,1
-0.247582,-0.143643,1
0.764264,0.450268,1
1.667943,-0.414226,1
1.526414,0.491246,1
0.910279,-0.502751,1
1.656773,-0.768959,1
0.249070,-0.500701,1
1.625387,0.073532,1
1.710457,-0.854465,1
0.926896,-0.686698,1
0.613556,-0.636383,1
0.084958,-1.697018,1
0.254918,0.446173,1
1.787026,0.233118,1
1.055236,0.557905,1
1.142508,-0.283125,1
1.447682,-1.520700,1
0.992207,-0.298151,1
1.866404,1.062721,1
0.222086,-0.189669,1
0.705109,0.644833,1
1.041177,-1.336385,1
0.432378,0.395891,1
1.627007,-0.085441,1
0.965294,-0.640120,1
0.229894,0.504877,1
0.590484,-0.832747,1
0.387900,-0.773328,1
0.739694,-0.614186,1
1.121088,-0.037340,1
1.884938,0.304220,1
3.393459,-1.287469,1
1.130322,-1.161977,1
1.027700,-0.511595,1
0.944525,-0.406938,1
-0.419485,0.342636,1
-0.535599,0.425317,1
2.039987,-0.573779,1
0.298844,-0.199374,1
0.590597,-0.140105,1
0.960078,-0.465176,1
1.227284,0.094015,1
0.647619,-0.285002,1
0.789331,-0.195085,1
1.122133,1.373033,1
1.066996,0.659877,1
2.170951,-0.107880,1
2.331472,-0.829510,1
0.716443,-0.393925,1
2.165405,-1.065614,1
0.567611,0.603705,1
0.807154,1.649009,1
1.270027,0.800685,1
-0.571582,-1.436169,1
0.918966,1.205239,1
0.139153,0.035543,1
1.020025,0.339427,1
0.071852,-0.569288,1
1.637468,0.485600,1
0.007690,0.257001,1
1.500702,0.804873,1
1.646395,-1.288411,1
0.868355,1.350471,1
2.314247,-0.225453,1
1.686286,-0.028619,1
0.005783,-0.554362,1
1.830817,1.140306,1
0.784091,-0.175168,1
0.920718,0.320062,1
1.745965,1.146294,1
0.203633,0.189231,1
2.664865,-0.545183,1
1.837458,-1.096062,1
0.706823,1.419363,1
-0.015234,-1.544770,1
1.344728,0.067781,1
2.157039,1.001671,1
0.902522,-0.755487,1
0.608591,-0.014513,1
1.690360,-0.602779,1
2.075496,-0.271955,1
0.770075,0.325130,1
1.206496,0.029831,1
0.379389,-0.874788,1
0.996240,0.710064,1
1.855586,1.180305,1
-0.221716,2.156202,1
1.085903,-0.099679,1
-0.762656,0.949206,1
0.833120,0.608722,1
1.268563,-1.989776,1
2.018504,-0.554214,1
1.447422,-0.704895,1
-0.514150,0.328676,1
0.818054,-0.011105,1
0.612476,0.818783,1
0.593247,0.047811,1
1.496390,-0.830990,1
-0.658323,-0.889885,1
1.460873,1.245241,1
-0.134961,-2.397962,1
0.230899,-0.489691,1
1.041766,-0.928483,1
0.680997,0.715750,1
0.108042,-0.004799,1
1.597421,0.164622,1
1.449657,-0.294108,1
1.457708,1.175276,1
0.714227,-0.772530,1
0.673194,-0.069490,1
1.838083,0.223703,1
0.878724,-0.233281,1
0.532188,0.643677,1
0.780275,-0.609530,1
1.089473,-0.461505,1
1.043311,0.824935,1
1.294054,-0.629984,1
2.036145,1.543375,1
0.615484,0.439618,1
-0.027756,0.920639,1
0.783931,1.155725,1
0.272605,-0.416044,1
0.375217,-0.735497,1
2.111234,-0.417309,1
1.831574,-0.722759,1
0.467217,0.690716,1
1.575583,0.366431,1
0.787192,-0.005282,1
-0.282762,0.162337,1
-0.146821,-1.371420,1
2.808850,-0.585276,1
0.750469,0.401706,1
2.024811,-1.292953,1
1.207222,-0.696033,1
1.004937,-0.038957,1
0.155185,-0.368462,1
1.219254,1.624546,1
1.920962,-0.776412,1
0.587768,1.140003,1
1.191470,0.431839,1
1.143240,0.857097,1
0.850940,-0.402494,1
1.142467,0.574281,1
1.137753,0.233137,1
1.247464,-0.350300,1
1.082703,1.307147,1
0.131856,0.392899,1
1.624257,0.300697,1
0.873146,0.884115,1
1.961582,0.449010,1
0.811595,0.607265,1
0.290491,0.549404,1
0.682186,0.063122,1
-0.026477,-0.141910,1
1.052884,-0.175819,1
0.695192,-0.108045,1
0.897119,-0.557150,1
0.076803,0.684584,1
1.487174,0.952866,1
0.637205,0.055372,1
0.762392,0.343431,1
1.811050,0.288344,1
1.162847,-0.124106,1
1.979734,-0.385633,1
0.274003,0.122679,1
1.456491,0.319641,1
0.632600,-0.479141,1
1.043571,-0.286419,1
1.990862,-0.161600,1
1.551737,-0.045690,1
2.529387,0.512627,1
1.705729,0.811141,1
0.896285,-0.215047,1
2.143722,0.735324,1
1.151281,0.112990,1
0.181713,0.301538,1
1.176818,-0.469032,1
0.935825,-0.972328,1
1.158378,0.280144,1
1.041367,0.517890,1
1.760601,-0.501201,1
1.295392,-1.567882,1
1.098980,-1.067555,1
1.380270,-1.061249,1
1.263581,0.865358,1
0.171041,1.182517,1
0.632175,-0.286002,1
1.609436,-0.306119,1
0.516767,1.606790,1
1.754376,-0.313076,1
0.349055,0.918473,1
2.163020,1.015113,1
1.938797,1.152355,1
1.503275,0.987661,1
0.698360,0.456177,1
1.443560,1.128532,1
1.285152,1.187908,1
0.530514,0.132149,1
0.459376,0.452138,1
