0.538297,1.340645,-0.850658,1
1.110894,0.927245,-0.976833,1
0.880358,-0.597111,0.017112,1
1.934160,0.195783,1.788419,1
1.619440,-0.076889,0.231424,1
1.054265,-0.713840,1.149937,1
2.119681,-0.782243,0.037607,1
1.014823,0.631793,-0.615507,1
1.243486,0.342338,0.417382,1
0.970454,0.579582,1.958614,1
-0.519549,1.496719,0.087325,1
0.280660,0.773288,-0.495906,1
0.380564,0.260190,-1.317363,1
0.052931,0.830061,-1.040920,1
1.324463,0.689706,0.620485,1
0.777798,-0.067116,-0.554592,1
-0.371995,-0.686207,-0.224492,1
-0.058710,-0.859147,-0.116978,1
1.223531,1.477320,0.165670,1
1.158349,0.623899,-0.579703,1
0.936826,1.256268,-1.227157,1
1.018678,-0.500011,-0.793966,1
0.688268,-0.922710,0.332986,1
2.196871,0.156378,0.464440,1
-0.366495,0.707127,-0.290728,1
2.035445,-0.115817,-0.813908,1
0.842599,-0.075303,0.792542,1
1.667432,0.196302,0.561601,1
0.451213,-0.464525,-0.807099,1
1.111993,0.683491,-1.207338,1
1.192665,0.798801,0.248939,1
1.093348,-0.048621,-0.351190,1
2.804831,0.881549,0.786438,1
1.614568,-0.498709,0.622972,1
1.419261,-0.563855,0.579288,1
0.188838,-0.735562,0.845826,1
0.153463,-0.034579,0.673852,1
1.627047,0.584156,-0.153957,1
0.282387,1.859575,0.800458,1
0.528696,-0.535723,0.219682,1
1.053454,-0.154736,-0.362409,1
1.234019,0.201425,-0.011526,1
1.299190,0.623650,0.490564,1
0.361924,1.677204,-0.545181,1
1.668630,0.765190,-0.140835,1
2.210970,0.377424,-0.216954,1
0.753316,-0.429318,0.098458,1
1.350275,0.419817,0.076020,1
0.634004,-0.548833,1.747423,1
0.157344,0.468514,0.595209,1
0.368756,0.374356,-0.705884,1
-0.185105,0.400798,0.260201,1
2.556171,-0.181269,1.064848,1
1.873102,-0.972807,0.222723,1
1.537036,0.259144,0.067320,1
0.848423,-0.835219,-0.251951,1
0.432060,0.301823,-0.371978,1
-0.208232,0.164953,-0.268012,1
1.360016,1.115496,-0.810122,1
0.991367,0.187332,-0.145206,1
1.622568,-0.571866,-0.145304,1
0.189678,0.096437,-0.865666,1
1.681682,0.339375,-0.770550,1
1.353363,-0.251393,-1.113412,1
1.487787,0.375650,0.227787,1
0.259819,1.235112,-0.036273,1
0.256183,1.390974,0.209286,1
0.367221,0.018925,0.610149,1
1.784782,0.148310,0.617972,1
1.543800,0.027664,-0.472116,1
1.058711,-1.282636,0.415216,1
0.167838,0.537227,-0.084189,1
1.385357,0.329875,0.468170,1
1.164862,0.136632,0.774442,1
-0.688302,0.099776,0.525289,1
1.206527,0.420885,0.871688,1
1.239697,-1.217077,0.873728,1
0.928771,-0.954054,-0.778236,1
-0.364117,0.099006,-0.446716,1
1.314551,0.481893,1.587785,1
2.300964,0.826730,0.092238,1
-0.182370,0.920442,0.084185,1
2.323833,-0.067561,1.030962,1
1.227054,-0.562993,1.546966,1
0.732239,0.696351,0.453069,1
-0.257779,0.547297,-1.617243,1
1.015445,-0.787128,0.039806,1
-0.912248,0.646789,1.691533,1
1.328785,-0.600653,0.146636,1
0.547589,-1.376462,-0.222042,1
1.082178,0.434428,0.891583,1
1.497765,-0.340405,-0.454177,1
1.955474,0.113474,-1.390898,1
0.326642,1.188825,0.759563,1
1.800833,-0.470068,-0.478991,1
2.129600,-0.530718,0.753675,1
1.243905,1.486144,1.212337,1
2.468435,-0.322217,-0.333115,1
0.370851,-0.652939,0.938385,1
1.355009,-0.045313,0.680933,1
1.439453,0.551080,0.274459,1
0.162335,0.349969,0.761338,1
1.258158,-1.712772,-1.369270,1
-0.311604,-0.969932,-1.517186,1
1.817091,-1.580868,-0.902791,1
1.553342,0.314558,-0.476372,1
1.243921,0.066543,0.597078,1
1.433248,-0.813828,0.799607,1
0.834490,-1.489698,-2.244001,1
3.013803,0.015722,1.597897,1
1.801138,-0.242224,0.205534,1
2.007590,-0.266791,-0.263169,1
-0.190623,-0.711256,1.612291,1
0.991062,0.327865,-0.358572,1
0.640975,-0.340756,0.306495,1
2.378658,-0.254650,0.347270,1
0.103317,0.175147,-0.892615,1
2.100810,1.514000,0.715691,1
-0.597700,-0.180603,0.518301,1
0.847272,-1.066066,-0.230366,1
1.181102,-0.517658,-0.531186,1
0.807911,0.224737,0.216122,1
2.488583,-0.350616,0.253204,1
-0.235888,-0.876344,0.930466,1
1.054661,0.585106,-0.081388,1
-0.640431,-0.246207,-0.221914,0
-1.920995,0.413745,0.348110,0
-1.281095,-0.346121,0.554742,0
-1.409389,-0.087421,-0.610753,0
-1.392282,-0.670918,-0.675209,0
0.137889,0.004959,0.665349,0
-0.116724,0.189829,0.067939,0
-1.188971,-0.585368,0.128548,0
-0.247369,0.417156,-0.600033,0
-1.334595,-0.781582,0.131193,0
-0.436580,-0.550704,-0.495782,0
-1.604148,-0.277751,0.582148,0
-0.883903,-0.202448,-0.252823,0
-1.477314,1.613373,-1.513304,0
-0.592646,-1.352269,0.118486,0
-0.384790,-0.007298,-0.131229,0
-1.395995,0.131812,-1.416574,0
-1.038694,-0.416250,-0.086056,0
0.271832,-0.858619,0.320402,0
-1.385370,-0.282399,-0.213593,0
0.131660,-0.728774,-0.600069,0
-0.304984,-0.435246,-0.813988,0
-0.833809,-0.379948,-0.754316,0
-1.714867,-1.098801,0.341897,0
-2.362941,0.615665,0.003711,0
-0.028155,-0.130344,0.554935,0
-1.400119,1.488976,-0.657628,0
-0.170130,0.022205,1.285398,0
-0.539483,-0.578940,-2.084409,0
-1.492810,0.332699,-0.471945,0
0.664968,-0.175092,-0.387046,0
-0.914725,0.036020,1.107862,0
-1.518448,-0.071260,0.441127,0
-1.037974,0.742109,-0.958830,0
-1.194737,-0.368515,0.616858,0
-1.834295,0.181810,0.333052,0
-0.417731,-0.736660,0.283932,0
-1.824019,-0.655718,-0.309901,0
-0.984082,0.512183,-1.238432,0
-0.682479,0.695158,0.493764,0
-0.509653,-0.317744,-1.370739,0
-1.528915,-0.414941,-0.975214,0
-1.410919,-0.419491,-0.779106,0
-0.847150,-1.440038,-0.745498,0
-0.782468,-0.580460,-0.037815,0
-1.395110,0.495041,0.534271,0
0.184011,-1.459077,0.354205,0
-1.609201,-0.999855,-0.820832,0
-0.342148,0.164087,-0.968482,0
-1.995600,0.293507,-0.995057,0
0.430866,-0.640397,-0.244622,0
0.223523,1.164737,-0.928804,0
-2.950184,-0.400712,0.123724,0
-0.668367,-1.084374,-0.226248,0
-1.168677,-1.146790,0.531474,0
-0.359319,0.149269,0.194739,0
-0.477890,0.968159,0.245699,0
-0.921360,-0.685422,0.258520,0
-0.970167,0.691542,-0.396247,0
-0.866358,0.590041,-0.041311,0
-0.124588,0.673347,-0.592506,0
-1.020813,0.456374,-0.315841,0
-0.198771,1.071430,0.342082,0
-0.912113,0.108419,-0.105562,0
-1.526021,1.665668,0.385352,0
-1.843472,-0.077940,-1.207959,0
-0.750086,-1.109460,-0.807780,0
-0.907949,-1.390666,-0.095525,0
-0.428293,-0.349406,0.377563,0
-1.369414,-1.657214,0.042886,0
-0.863046,-0.839691,0.577209,0
-1.383620,-0.915558,0.641396,0
-1.260689,-0.554912,0.019903,0
0.225432,-0.938315,0.336889,0
-0.833685,-1.727212,1.222877,0
-2.007232,1.038548,0.433843,0
-0.688221,-1.133116,-1.861622,0
-1.223803,0.895767,0.897120,0
-1.558765,-0.041947,1.247241,0
-1.992761,0.606902,-0.377338,0
-0.976907,0.662080,-0.220124,0
-0.712263,0.297483,-0.326108,0
-1.366505,-1.364494,-0.750648,0
-1.672612,1.301563,-0.303697,0
-1.888996,-0.407104,0.134740,0
-1.280948,0.162879,0.652513,0
-1.140936,0.201636,0.542722,0
-2.027281,0.506969,-0.304207,0
-1.234902,-0.648352,0.858245,0
-0.478798,-0.113487,1.255862,0
1.100629,0.880799,-0.127686,0
-0.708252,-0.399123,1.320712,0
-1.075214,-0.635105,-0.086583,0
0.021303,-0.482252,-0.182392,0
-0.887740,1.102296,-0.545480,0
-1.175458,0.126793,0.079357,0
-1.683217,-0.428672,0.097160,0
-0.881023,-0.038330,-0.787370,0
-0.134493,0.803698,0.561021,0
-0.480801,-0.240452,-0.105948,0
-2.223470,1.350818,0.120854,0
-0.818082,0.336489,0.335319,0
-0.308554,-1.406069,1.010530,0
-2.123792,0.533536,0.086354,0
-0.814121,-0.400218,0.353312,0
-0.697291,-0.038260,-1.063803,0
-1.305472,-0.256599,-0.776481,0
-1.122098,-1.361659,-0.027998,0
0.560998,0.835404,-1.417873,0
-1.516363,-0.628583,-0.389917,0
-0.579809,-0.892052,0.305939,0
-2.004587,0.204865,-0.011030,0
-0.202955,0.328277,-0.228451,0
-2.273063,0.654541,0.552062,0
-1.070522,-0.629184,0.576325,0
0.217433,0.613215,-0.791535,0
0.201413,1.539441,-0.805184,0
-0.634968,0.083963,-0.298578,0
-3.177511,0.368115,-1.037742,0
-0.180620,0.337990,-1.281830,0
-1.096762,0.655386,-0.764080,0
1.171264,-0.188211,0.932475,0
-1.541083,-0.663781,0.390455,0
-1.287796,0.329401,0.837062,0
-1.667042,0.666202,0.229087,0
