0.729624,2.244974,1.170010,0.465224,-0.992291,-1.579200,0.164592,-2.601920,4.141953,-0.941684,1
1.238450,-1.809973,3.620137,-3.516630,-0.877569,-2.639309,-0.114069,0.158827,0.986460,-4.836518,1
-1.555394,0.447929,4.929842,2.209386,5.193231,3.849897,0.866743,2.600695,-1.433180,2.005517,1
3.332111,2.341563,1.944486,-1.068171,2.865400,4.302772,-3.648969,-1.429896,-3.178276,1.845357,1
-0.771406,-0.454301,0.841282,5.438529,4.456725,2.347020,3.093838,1.012374,2.593622,3.625132,1
0.160521,-1.246305,-1.327821,2.845458,2.708054,0.009367,-3.100480,1.622127,-0.919657,6.898938,1
2.349039,0.930798,3.155564,-3.528035,1.045986,1.178770,1.519363,1.450041,0.647475,0.157476,1
1.477977,0.345313,-1.828893,-1.635802,1.920696,5.211793,2.300316,0.219822,4.448377,-0.768170,1
0.218239,-1.666079,1.961425,-2.505007,-0.318859,2.938925,3.392235,-0.379849,-0.754717,-3.679285,1
0.714582,5.587594,-0.232762,1.661514,2.425951,5.602714,3.408798,0.163810,0.102005,-1.068216,1
1.318714,-2.247680,-0.751944,6.634780,2.446934,-2.905327,0.966462,0.175265,1.035074,-1.192449,1
0.972281,2.358359,0.351419,2.559473,0.819261,-0.142756,-2.267666,2.753731,4.913433,-3.647748,1
3.660490,2.764524,0.870864,2.971552,0.578575,1.178359,2.072602,-2.837543,-4.447746,3.340987,1
0.387434,1.602579,-1.124985,1.656316,2.303540,-2.950036,-0.512171,-1.379224,1.812957,1.588121,1
1.780922,1.236518,-1.897500,0.455920,4.411191,-0.114139,1.861583,2.464217,-1.663943,1.706781,1
2.045137,0.556601,-5.594627,2.202627,-2.312572,3.176602,3.889651,-1.466496,1.363887,5.247550,1
-2.195135,0.946039,-0.448419,4.310620,5.204978,-2.041241,1.992994,4.138433,-0.887863,-4.833627,1
-0.894239,-3.170295,-0.205607,4.077569,4.166507,0.551586,0.247828,3.523697,5.098255,0.857070,1
-0.661296,-2.379699,-2.135535,2.996806,-0.151044,1.736208,4.975879,0.818729,2.136060,-1.323221,1
-2.641906,0.578642,0.634076,1.939923,3.189260,2.007585,-3.100173,-0.242680,2.945189,-2.159592,1
-0.494841,1.933385,-0.017417,1.680324,4.268602,3.397408,-2.384582,-1.031444,3.305740,-1.314682,1
1.086642,-0.265566,3.212890,2.935370,1.708109,-0.904987,-1.696063,0.410263,2.793333,-0.343835,1
0.176457,3.358699,0.778159,0.996564,-3.351029,-1.122354,-1.959896,-1.652513,2.612317,-0.862147,1
4.486015,-3.020828,-2.654462,0.948638,0.141397,2.859906,0.878301,4.586087,2.059834,-2.509204,1
0.423458,0.027073,-0.975085,2.825624,1.429361,4.748145,2.311508,6.883054,-2.476656,0.835928,1
2.218538,5.809371,0.345722,2.333294,1.555622,0.413089,2.156281,0.249777,4.140782,5.125106,1
1.362342,5.361789,0.693245,-0.130530,-1.661261,2.936516,-2.996434,1.052895,-0.616515,-5.021127,1
-3.372204,-1.590764,-0.229723,2.799461,-1.978094,1.067838,-0.706955,2.212607,1.192455,3.078526,1
4.273521,2.874571,1.393228,3.915547,1.342505,2.050334,1.795947,4.627196,-1.710640,-0.054403,1
-0.255826,-1.074091,0.474330,0.021904,-3.181006,-1.377534,5.097656,-5.142890,1.808283,-1.889807,1
4.271420,4.803801,4.165763,-0.348981,5.512431,5.478520,0.824983,-3.222485,-0.649892,4.116088,1
0.902013,0.258364,1.502916,3.623955,2.467952,-3.119113,-0.573555,4.073630,0.247712,2.134167,1
-0.636565,-0.584803,-2.189515,-1.795264,3.544705,3.086617,2.956077,-4.768180,-0.183992,-0.263800,1
3.742559,0.282077,0.753806,-0.938955,1.684777,2.911671,1.620949,2.753910,0.360955,1.877473,1
1.928859,-1.527552,1.421713,1.182427,2.346216,1.800082,2.742760,-0.015129,3.165452,3.679263,1
4.693280,1.424883,3.690429,1.428601,2.315616,-0.051970,1.571864,4.249640,-1.949963,-2.636212,1
0.556929,1.506201,1.127009,5.048013,-2.804630,-1.117310,2.662434,1.732204,0.573262,0.957802,1
-0.249215,2.770442,-0.415054,0.598098,1.074440,3.536807,-0.446125,5.235869,0.077938,2.084575,1
2.372405,1.125295,4.163663,-4.219101,1.248137,4.691401,0.735530,-0.867001,-1.900826,1.544163,1
-0.153029,2.268766,-2.929788,0.455785,-0.623964,3.461036,-0.164462,-0.468022,0.934869,1.324952,1
1.393749,3.530763,-1.984419,2.256528,0.084368,1.371902,2.797288,1.745980,5.308457,-1.423491,1
-0.383878,3.054961,2.168338,-3.524528,0.922141,0.108649,3.379285,-1.555401,-1.019942,0.297127,1
-0.671030,-0.022753,2.033133,-1.987174,1.625301,-0.060905,3.743203,-1.002015,1.317182,-4.860086,1
-1.319878,0.915817,4.179104,4.008416,-2.905610,-2.972064,1.464269,-1.581276,-3.933034,-2.884889,1
-5.084017,4.045033,0.339702,2.119830,3.688964,1.734935,-1.920948,-1.850055,1.279565,1.622426,1
1.186106,2.790309,0.644008,0.038328,2.565895,-0.183508,-2.203425,-0.303782,3.171329,0.862635,1
3.240187,0.901734,0.929646,2.451245,2.958255,5.328704,-0.854420,-2.797817,3.820542,-0.419163,1
-0.498653,2.224952,1.347248,-1.852890,1.949791,1.643108,-5.314554,6.036391,1.226185,-0.343365,1
-0.357303,-0.590728,2.005170,2.518518,2.256906,-0.451332,3.946823,3.557185,0.589519,-3.167553,1
2.208703,3.585309,-1.992887,-3.203031,0.037254,-1.451179,3.058364,0.839837,-1.791528,-2.084027,1
0.973528,-0.044924,-0.742089,0.312380,3.938009,0.602335,4.956473,2.439706,3.464464,-2.187860,1
-2.381139,1.045365,1.555426,-2.705726,2.039719,1.682425,-2.063697,-0.125051,1.977319,2.067884,1
0.144966,-0.863249,1.237609,2.267659,-0.912003,0.696992,2.542596,2.470536,-0.847960,5.330050,1
2.127465,-0.535507,0.557482,0.124102,2.783760,-1.952763,5.684854,2.372797,2.112736,-1.196114,1
0.440440,4.417519,4.924735,5.162675,5.503083,0.652069,-1.145913,-0.531532,2.218994,1.851723,1
-0.725052,6.281161,1.030918,-0.268745,1.426858,1.052731,3.487795,0.468952,6.639281,-0.518234,1
2.173311,1.252055,0.819351,0.029772,-2.275626,-1.553142,3.125412,-1.968966,-1.485373,2.759914,1
0.742532,1.233006,0.249109,2.145576,2.020530,-2.179912,-2.158277,-0.769246,0.371087,2.158885,1
1.011284,0.171775,3.320376,-2.915880,-1.612110,2.898173,-0.506441,-3.641218,-0.718841,-1.475742,1
-2.329601,0.132840,1.943117,2.429552,4.170004,1.688673,0.526171,1.611831,0.101265,1.209991,1
-3.960480,-0.654696,-0.850331,4.053926,-4.229837,0.193360,-0.241549,-0.128226,0.958211,-1.442147,1
