-1.533956,1.233848,4.019571,4.510847,3.945580,-1.980659,-0.782393,-1.115335,5.566433,1.945479,12.085018,-2.907435,1.981289,-0.252320,-2.634330,1
1.492814,-3.857450,0.803388,-2.170965,4.199198,3.036373,3.032934,0.716224,-0.088515,-1.164542,-0.278859,-4.624654,0.562847,4.384138,0.420982,1
-1.619544,2.241525,0.609080,0.295195,-2.743460,3.860807,0.329992,-1.622480,0.053357,4.880627,-0.025211,-4.199809,-2.715506,5.317024,4.147131,1
-1.371189,0.243810,-1.299089,2.329718,3.256428,-0.425611,0.496759,5.260036,-2.694137,5.080643,4.502338,-1.790435,1.140946,1.086826,0.718983,1
0.551401,4.331150,6.466349,1.042181,6.179001,-2.746735,1.331569,-2.213073,-0.203826,0.474669,-3.018140,4.835526,-1.349190,0.782588,0.751459,1
-1.083566,3.917244,-0.236577,6.578644,4.396187,2.719835,3.845230,2.867655,-0.588978,7.410971,4.191526,2.956417,7.861713,0.002176,-0.112013,1
5.321976,0.585029,3.978994,-4.113706,-1.081215,2.832281,-1.478748,6.596525,3.263855,1.752957,4.114216,1.608276,1.562991,3.735348,-0.175703,1
-0.071672,8.571804,1.832281,1.052722,4.407223,3.757137,-0.708786,4.344732,0.085985,4.055952,6.071598,-2.178399,4.689545,2.344686,0.638110,1
2.993971,3.972361,-0.571637,8.859612,5.273621,4.883118,3.229317,5.836895,1.988930,3.289841,-1.310445,-0.732548,-1.822732,-1.081276,-7.294969,1
6.979269,1.406284,2.718061,3.563353,1.977083,4.057592,3.653261,5.928696,0.303637,1.642260,2.159550,3.091103,-1.641896,-3.751774,0.043824,1
-5.527445,-6.176301,2.917538,1.122441,1.005953,3.070154,4.487373,4.436844,1.495020,3.568777,6.212721,2.819424,-3.505397,2.585312,1.162465,1
3.882551,1.297593,-1.034408,4.316374,5.942879,-1.076834,5.888245,0.352300,-4.175986,3.629082,-2.033275,-1.142447,7.120371,-4.859323,-0.732966,1
-0.374078,0.115606,0.610520,-1.688526,-0.197114,2.704243,8.345942,1.353621,0.553214,0.505569,0.085976,3.834787,2.650694,-1.466501,-2.871736,1
-0.748540,0.786101,-2.773500,1.317178,-1.958313,3.281706,-0.607949,-0.889060,5.464354,3.627890,-0.011961,-3.515160,-2.066889,2.698078,-0.801447,1
3.414797,3.160620,-2.405734,-1.104227,3.165991,4.158716,0.830106,2.271856,2.223151,3.964334,-0.624844,4.003668,2.022081,4.364758,-1.077498,1
2.854443,3.607403,-1.130562,-1.711599,0.252016,1.757663,-0.580383,0.781865,0.295248,-0.147705,6.982468,-0.865189,1.181613,5.005816,1.640553,1
2.176701,-0.396757,-4.737550,0.582012,6.677862,4.446232,4.391535,3.762829,1.841608,-2.192273,-2.554428,-2.922175,1.617420,2.275485,-3.036712,1
