3.529482 0.357540
4.160230 0.179882
3.345581 0.280900
2.822660 0.159596
2.520859 0.143717
3.652552 0.226764
0.546087 0.032008
1.987684 0.110660
1.510376 0.170686
3.957047 0.347912
3.777550 0.175959
2.319844 0.321860
4.157417 0.337841
0.547102 0.203163
2.780862 0.215458
2.363676 0.191425
2.188929 0.210632
4.128389 0.121646
1.283149 0.249050
3.127010 0.342132
0.185012 0.233626
2.143311 0.065755
2.953463 0.371541
1.961481 0.025350
1.846799 0.156185
4.150131 0.129726
3.692954 0.205782
0.839006 0.329934
1.862321 0.124666
1.745289 0.041481
3.781686 0.369559
2.589567 0.160869
2.268911 0.228085
3.141164 0.319472
1.123066 0.187632
3.174089 0.117648
0.501795 0.102119
2.039176 0.310765
1.084435 0.359818
3.737117 0.263635
1.555225 0.333251
0.191624 0.095894
1.811282 0.092695
0.552610 0.330403
2.416736 0.206673
4.134807 0.181358
2.224884 0.228662
3.805077 0.028045
0.896390 0.248617
3.863876 0.181629
0.668475 0.256867
3.327533 0.105254
3.991405 0.106554
0.443547 0.080394
1.003407 0.376008
3.825095 0.230123
3.703951 0.361263
3.624831 0.119913
0.865368 0.375718
0.824877 0.295192
2.293359 0.069946
1.116567 0.030243
3.320097 0.066525
0.648079 0.003104
3.503925 0.029678
2.053963 0.375265
3.185960 0.107884
1.160690 0.269404
2.384245 0.144285
3.889246 0.304685
1.602921 0.317700
1.764304 0.101173
3.367100 0.108571
2.458145 0.004541
1.202615 0.295274
3.332592 0.314427
4.060725 0.024030
3.832237 0.287703
1.006843 0.026832
3.233349 0.029571
0.628311 0.099413
0.319208 0.343055
2.304848 0.133102
2.627676 0.045610
3.084134 0.210004
3.894765 0.045426
1.685323 0.132849
1.629967 0.078287
2.684243 0.367684
0.920930 0.349583
3.189153 0.006434
3.200851 0.275926
0.338721 0.256428
2.084760 0.121020
3.149443 0.102183
1.674352 0.339770
2.241461 0.179300
3.410044 0.032768
3.473457 0.166905
0.871441 0.213662
