0.008702 0.052545
2.880686 0.152360
2.061314 0.029561
2.564467 0.050688
0.234804 0.313476
0.268454 0.307950
3.556939 0.312028
2.309875 0.350375
2.138432 0.019126
1.059244 0.099464
1.348784 0.245859
0.701669 0.322906
0.545175 0.369807
3.954572 0.361435
1.785474 0.057924
2.212263 0.161368
1.228258 0.081932
3.488200 0.295863
1.239641 0.168249
3.853149 0.132611
1.174104 0.370696
0.716422 0.049383
3.408926 0.272185
0.262744 0.122802
3.238953 0.118899
2.471274 0.036494
4.055584 0.285374
3.996000 0.037665
3.102677 0.338946
0.255432 0.063513
0.230644 0.221944
2.500345 0.131213
3.378663 0.162482
0.566494 0.039243
3.677253 0.021375
1.910769 0.060204
0.177285 0.236289
1.218441 0.322543
1.471509 0.133217
0.769610 0.047532
2.803173 0.291484
0.934238 0.240749
2.231846 0.067298
3.095556 0.103659
0.334869 0.301387
1.858712 0.050862
1.636702 0.015926
2.024415 0.074955
1.983644 0.233026
1.269710 0.133013
2.828573 0.286052
2.148294 0.270346
1.625690 0.302803
2.410089 0.278561
0.665940 0.285981
3.625681 0.312011
2.238601 0.033992
1.963910 0.025945
1.126196 0.078921
1.441009 0.131408
0.046493 0.296776
2.026578 0.151386
3.476799 0.364345
2.516581 0.114985
2.459923 0.340538
2.757379 0.099520
2.784789 0.065089
4.112374 0.020551
4.090428 0.210502
3.325699 0.051660
1.338200 0.249079
4.043501 0.321697
3.147339 0.164179
3.865269 0.008234
2.702916 0.101119
1.552620 0.247281
0.242039 0.321912
0.250625 0.334472
3.448212 0.248882
0.815321 0.155250
2.371516 0.321328
2.832670 0.087631
0.114413 0.248509
1.202825 0.002056
0.921566 0.031168
0.597248 0.203243
3.115944 0.041262
1.654588 0.187192
2.284199 0.120328
2.172857 0.072414
2.462174 0.335069
3.554544 0.243216
3.122695 0.342236
2.241072 0.214860
2.390394 0.274891
4.115081 0.052159
2.447113 0.248753
1.554255 0.230383
1.346854 0.247971
2.584386 0.204021
