0.919630,-0.832365,-0.542875,-0.073577,-1.854165,1.704459,-0.468429,1
1.197038,1.193852,0.776127,-0.813211,0.190013,0.282187,-0.064249,1
2.070713,-0.661180,-0.687958,-1.075337,0.084970,0.635464,-0.331303,1
0.938992,1.042745,-0.723436,0.593159,-1.277627,-0.066514,0.001180,1
0.066506,-0.072982,-0.253608,-0.600000,-0.057199,0.426828,-0.329616,1
0.688959,0.190541,-0.789258,-0.682631,1.381909,0.758320,-1.246386,1
0.677634,1.271063,-0.074392,-0.577563,1.518078,0.127435,-0.602244,1
-0.193856,1.401285,-0.490431,-0.412311,-1.397760,1.079568,-0.244244,1
2.280289,0.921862,-0.658550,0.417278,0.332551,-0.243883,1.506504,1
-0.089336,-2.621231,0.146570,0.648903,0.385725,0.784739,-0.273603,1
1.967749,-0.086968,-0.224491,0.677736,0.097924,-1.140073,1.116941,1
1.293021,-1.958348,0.745698,-0.541876,-0.237429,-0.986983,-0.014778,1
1.751873,0.184421,-0.555032,0.347834,0.773383,0.710534,-0.631590,1
1.551453,-0.191745,0.853216,0.500684,-0.398696,-0.652652,0.489184,1
1.520816,1.142921,-0.046977,0.583150,0.353508,-0.529260,-0.097941,1
0.154201,0.658601,0.027914,-0.048871,0.888008,-0.898741,-0.461966,1
-0.130331,-0.243623,-0.220239,-0.213884,-0.546654,0.559122,-0.574752,1
1.889213,0.157674,-1.310506,1.160151,-0.553362,-0.256865,-0.065963,1
1.679443,0.748085,-0.036247,-1.032077,0.435184,1.057459,0.724563,1
1.915915,-0.319871,-0.011122,1.027841,0.688710,0.319665,-0.171228,1
1.202210,-0.558302,-0.435249,-0.081443,-1.049176,0.333912,-1.058857,1
1.986877,-1.160678,0.823759,-0.027643,-0.347188,-0.738895,0.087561,1
0.648185,-0.649976,-2.010697,-0.756922,0.554851,-0.900481,0.463601,1
1.471687,-0.295808,0.156979,0.560781,0.922706,-1.890473,2.174120,1
0.398674,-0.199947,-0.191744,-1.536289,0.595416,-0.667100,-0.304103,1
0.073899,-0.679508,-0.173537,0.394088,0.464529,0.346484,0.249220,1
1.388344,-0.280224,-0.086084,-1.066903,0.870520,-0.323436,-0.573810,1
1.407156,0.296444,0.710216,0.390753,-1.840404,0.771388,0.326014,1
-1.148228,-0.599260,-0.632802,0.342183,1.167258,0.276233,0.336738,1
