-2.091097,0.994163,-0.975603,0.917457,0.483856,2.558589,1.487774,1
2.462696,1.262108,0.757702,-1.529603,0.514632,2.390999,3.269202,1
1.665396,-0.479961,0.082696,3.148060,0.509519,0.223387,-0.026043,1
-1.835977,1.931535,-1.356469,-1.330946,2.185007,2.503260,1.134753,1
-0.590983,-0.179773,1.655784,1.029265,-0.491024,0.090693,-0.210558,1
-2.965713,1.611506,0.344992,-0.697392,-1.319131,3.807905,0.017847,1
3.770837,0.231971,0.035227,2.409418,0.014297,-0.084760,-1.947914,1
0.029555,-0.997496,0.535936,0.367477,-1.613348,-0.466814,-0.831784,1
3.460518,-0.208727,-2.974233,2.529201,-4.575231,2.100005,1.436657,1
0.951656,-0.851830,1.467882,0.475469,0.396848,-1.464342,0.097729,1
3.533669,0.265294,3.827322,0.570275,-0.261579,1.255885,2.236395,1
-2.370849,0.867828,-0.844723,-0.106107,3.628606,-0.821015,2.709146,1
-2.814211,1.508001,-1.479827,4.362458,1.512531,0.822372,0.040058,1
1.929627,0.744922,-1.722539,3.740412,0.560616,0.460604,-0.708480,1
1.316432,1.630157,1.095404,1.798102,-0.240210,-0.388280,0.408016,1
0.146981,0.436131,-2.459447,1.374641,1.355657,2.053061,0.296047,1
0.578538,2.228842,0.700438,4.295122,1.561245,0.199238,1.863677,1
2.546984,-1.221575,-2.948072,0.549076,0.099793,-0.550904,-1.528321,1
5.808624,4.223826,3.090882,3.640712,4.596952,2.654497,-1.408701,1
1.421840,1.226305,2.064403,2.201635,1.556214,1.887753,0.956510,1
3.373684,3.470858,-1.001875,-2.297240,0.479259,0.866312,-0.733241,1
1.315763,0.629521,3.106163,-0.049707,-2.073562,1.862411,-0.370182,1
5.610466,-0.348641,-0.053387,-0.352598,-2.359822,0.007915,-1.503494,1
0.766294,2.623101,1.302670,1.836730,3.748112,-0.544874,1.532324,1
0.775751,2.056367,-0.185821,3.276044,2.271218,3.390620,-0.889073,1
2.622885,1.702873,-2.146098,2.806625,4.013637,0.985119,1.920180,1
-1.603226,-0.758795,0.853034,-0.154007,1.771000,0.272034,-1.904881,1
0.429700,2.599993,-0.525519,-3.932687,1.726654,2.123654,-2.147710,1
1.049602,-0.259444,-4.486406,1.557235,2.248727,1.256422,0.775871,1
-2.178348,0.285158,3.417869,2.340076,2.363780,-0.000472,-1.926136,1
1.330473,0.802431,1.472203,-0.102890,3.389320,-0.037092,-1.669478,1
2.731215,-1.057538,-1.315160,-1.078105,0.819968,2.093234,2.308465,1
1.370233,0.636950,1.655848,6.591539,2.275576,1.723259,1.704559,1
-1.009944,-0.248757,0.469772,4.673173,1.277068,-0.443638,3.973599,1
1.057986,3.063601,0.263348,0.796149,1.760557,-0.454940,-2.294223,1
0.683765,0.614117,-0.776010,-0.058169,-1.987449,1.047563,2.660912,1
-1.355955,-0.249264,-0.723373,1.163409,1.053023,0.363709,-1.038730,1
-0.734120,5.226630,-1.391836,-0.609935,1.832598,0.313116,3.884090,1
1.152118,-0.252240,0.869568,-1.386224,0.518485,-0.988591,0.842414,1
3.795496,7.183376,3.851998,-1.845010,0.418243,-0.330869,-1.980061,1
6.981506,0.409239,4.081223,1.864890,-1.325022,2.088908,-0.867504,1
-0.010123,1.294091,2.452305,1.221195,2.644129,1.402195,-0.230969,1
2.210401,1.502837,0.110883,0.400870,0.431701,-3.216166,-0.272651,1
0.766389,0.787141,3.252031,1.319069,2.064844,5.454238,-4.489974,1
2.188218,0.540153,-0.443939,0.439871,1.971371,2.654210,0.018614,1
1.962163,-0.867913,0.862037,-2.500324,2.134410,1.545791,3.542838,1
0.874937,2.479275,1.120449,0.227345,0.109189,0.510705,-3.205702,1
-0.585284,-0.115459,4.051927,-1.160290,1.818383,1.771952,1.007760,1
3.822755,-0.431315,2.068016,2.539860,0.380480,0.501433,2.369834,1
-0.244864,-3.202237,1.698416,2.985885,3.777073,0.610695,4.368443,1
-1.988642,4.155307,0.074190,-3.502122,2.144287,3.362999,0.855132,1
-1.427453,1.109270,4.407353,2.063749,0.298429,0.651218,4.359335,1
3.078752,3.551155,5.958613,1.071795,1.253058,-0.278726,4.296309,1
-0.154769,2.370236,0.214015,3.646009,-0.665373,1.559603,1.400385,1
2.525595,1.309887,-0.332554,2.927989,1.360973,4.353462,-4.537304,1
0.648157,-1.193465,2.101436,-0.645236,1.293805,1.214534,1.745292,1
1.813304,-0.103890,-0.016050,-0.053041,-0.184481,-1.336164,2.558180,1
-1.702240,2.389024,0.809528,-0.320704,3.298151,2.308771,1.367360,1
1.053550,-1.084723,-0.219420,-1.321265,2.414219,4.137580,2.662950,1
-1.325750,-1.131584,2.614388,-1.007706,2.188038,2.417258,3.553689,1
0.702768,-0.535041,-1.160881,2.704189,1.449031,-0.463730,2.391295,1
-0.187885,1.707086,1.022311,-0.209064,0.632823,-0.552284,1.946330,1
2.812221,0.535305,0.955909,3.084846,-1.076968,0.166739,-1.749374,1
0.471130,3.031565,2.087610,1.880228,2.806789,-0.773554,0.334307,1
3.721497,2.939932,-1.640001,1.730320,2.927268,2.810838,3.172312,1
-0.023306,2.867671,1.532481,2.662156,3.898375,2.798244,0.427613,1
0.473626,2.303867,-1.343184,0.131574,-4.671145,1.559571,-0.158855,1
2.276171,0.487958,3.521933,2.288877,2.379461,3.153454,3.936240,1
-2.914384,2.304298,1.555397,-0.523451,0.131161,1.983584,-0.826974,1
-0.154907,-3.409070,-0.091245,3.090306,-0.636067,1.425834,1.120570,1
0.187893,0.560626,5.161262,0.843493,1.017499,1.501225,4.496322,1
-2.477498,0.611785,0.592022,0.304270,-2.609585,2.136855,-0.256838,1
-1.677700,1.877995,6.156864,-0.699649,1.491630,1.115115,2.550730,1
2.614758,-3.849871,1.587456,5.026843,1.007634,1.256353,2.064539,1
-0.229815,0.691294,-1.700103,1.671265,-2.905319,0.085062,3.263451,1
1.096799,1.836818,-1.876629,-2.333375,1.839588,0.509174,-3.325940,1
-4.052758,3.777632,1.353028,1.040909,0.663177,2.607971,2.244496,1
3.720795,4.079314,1.961137,3.491458,1.118913,3.680461,1.903724,1
-1.203061,-0.721361,0.026302,2.354076,-2.999761,4.294690,1.118011,1
0.551752,1.328629,-0.810234,-0.535200,3.745665,1.797196,2.602877,1
0.837754,-0.709823,6.514004,0.867040,-1.007503,-0.749045,5.408600,1
1.288388,1.337524,-0.349149,1.426517,6.077716,0.180029,2.850991,1
4.972211,-0.730614,-1.298234,2.158054,4.323388,-3.378970,1.839757,1
2.840628,1.259448,1.890826,2.682924,-1.088403,1.473538,2.119025,1
3.594668,-0.098366,-0.298219,2.808368,3.154691,-1.784429,-2.657721,1
3.451864,1.534574,0.789578,-1.712570,1.104340,0.470720,1.313640,1
0.570406,-1.019801,-0.180525,0.927001,1.582367,-1.829069,0.300771,1
0.849512,3.782046,1.671963,2.221189,1.405813,-1.852118,0.965224,1
0.892588,-4.831911,1.291947,3.117592,-1.519160,1.327998,-1.663073,1
-0.537818,0.309741,3.229757,2.649461,2.234060,-0.365456,2.408151,1
0.609861,0.666944,-0.027961,1.079442,0.249755,0.952089,-1.715662,1
2.596725,-1.639386,-1.316846,-1.891279,-1.854100,4.346956,-1.831201,1
0.007557,-0.230274,2.608498,2.708827,-0.991872,2.474537,1.979014,1
-0.170858,2.259904,4.990636,0.613976,4.418540,0.979328,0.165048,1
