2.461153,1.449615,2.405985,2.211589,0.051128,1
-3.190396,2.698624,1.137559,-8.127241,-0.995052,1
1.501399,-0.386110,0.928144,3.293632,-2.213990,1
5.580231,1.726114,0.732322,-2.857864,0.447379,1
1.922017,-2.641926,-0.718191,2.537899,-4.549782,1
0.719281,0.929967,-2.480599,-1.644655,-0.194189,1
1.001118,-0.605021,-0.081678,-0.223341,3.176226,1
-2.176616,-0.201547,4.581680,-4.594425,-2.012435,1
4.073936,-0.634789,0.034770,2.645485,1.972045,1
1.658986,-4.817975,5.082857,-5.456040,-0.614941,1
4.501137,-0.966179,-2.309682,-0.640140,1.763591,1
0.354435,3.774891,0.125955,-1.298253,0.400610,1
0.788736,0.205703,-2.560950,-3.368608,-0.238471,1
1.756797,0.074419,0.712666,-0.362949,1.881880,1
-6.710323,1.256579,-1.538054,-3.956747,-0.585759,1
-1.227860,-0.180880,0.024727,3.827381,0.401446,1
-0.962294,2.781868,-0.410959,-1.305235,-0.104602,1
2.252031,-2.273345,-2.973051,-3.463198,2.923960,1
3.834233,-1.980419,1.794086,-0.013726,2.903849,1
1.484438,1.457834,0.740382,1.394611,-2.584698,1
-0.419783,1.121346,1.970781,3.166883,-1.581666,1
4.478256,1.580606,1.443551,-3.516780,-1.132970,1
0.982466,-3.238403,-4.926310,-1.167254,1.239202,1
2.126250,-3.681443,-0.774780,4.012814,1.161239,1
-0.750363,5.701574,-0.648944,1.875594,1.297575,1
-0.459068,3.092805,1.711530,-2.353563,-0.056479,1
3.576974,0.396213,1.823017,-1.919710,2.412346,1
0.218996,-1.518315,-1.458171,-3.391077,-5.632257,1
2.763652,0.840116,-7.259702,-3.123016,0.331084,1
1.279755,-1.388098,2.799257,1.604970,3.015187,1
-1.116588,-0.278159,-0.902222,-1.109269,-3.039718,1
2.327571,2.539680,-1.941590,-0.111400,-0.128138,1
-0.821015,2.110960,1.802108,-4.502429,-2.236571,1
-0.399689,2.448765,1.119625,0.042884,2.806103,1
-2.478979,2.844087,0.492057,0.485061,2.236195,1
7.465990,1.374125,-1.951198,-1.337042,2.814404,1
1.159205,-1.050462,-0.466895,2.161768,0.428027,1
0.555916,1.157111,-0.667575,0.427073,1.423280,1
1.503770,-3.645197,-5.740460,1.140639,3.733250,1
0.671686,-0.267141,5.469933,-2.081868,-0.999035,1
1.690471,-1.350752,-0.372323,2.385807,3.631201,1
-0.684134,3.615414,-0.652742,1.908318,1.204109,1
-0.723799,2.979481,-7.004255,-1.089636,3.391546,1
1.071189,0.759679,-1.640165,-0.853566,-3.033265,1
-3.077640,-1.557569,-2.573044,-1.682115,0.653241,1
4.598536,-1.886002,3.217691,2.731432,-3.565988,1
0.344877,-0.429688,2.188470,0.515170,4.012575,1
4.464956,-0.251949,-1.899806,1.803827,-3.807070,1
-0.641399,-0.348433,0.585392,3.429398,-1.741368,1
-2.700514,0.786005,2.080888,0.346672,-0.817951,1
-2.032550,-3.934060,1.770123,0.804960,4.235813,1
0.908653,1.404216,3.461610,-1.752171,3.185675,1
3.188333,3.689228,2.073850,2.328987,-4.500180,1
4.035901,0.130955,-3.567553,2.060575,3.716171,1
1.510425,4.630970,1.379436,-1.260628,2.331487,1
1.932914,-2.942279,2.738103,0.575705,-5.500187,1
-1.450646,0.107164,2.529218,1.518962,-3.591002,1
2.150425,-0.448493,-3.173586,1.206979,0.750327,1
0.897235,3.719759,1.877265,1.131670,0.755766,1
1.421752,-5.287376,1.761396,-4.552378,3.515574,1
-4.385049,-2.007954,1.983504,1.377956,0.698498,1
3.520355,2.821215,-1.151917,0.169670,0.648718,1
1.152169,2.324321,-2.569168,-0.720092,-0.185146,1
2.125768,-0.064741,0.789161,1.173276,0.304961,1
7.163656,3.495510,-1.899988,3.998175,-1.007076,1
-1.187781,-1.905269,-2.268687,1.426514,0.953028,1
3.251066,0.784689,-0.037692,-0.932195,2.231197,1
-0.771662,4.340897,2.492346,-2.458323,1.761336,1
2.544137,-5.277169,-4.558799,-0.824128,-0.468303,1
-4.710647,0.577889,-0.834366,-2.620934,1.487053,1
3.690980,-4.931616,0.417428,0.114319,-0.038897,1
-2.143071,0.119981,-4.124078,1.804979,0.075730,1
5.493624,0.175522,-1.499449,-2.934522,1.561003,1
-0.310957,0.966353,1.601388,-1.779016,3.112644,1
0.254045,-0.245484,2.090796,-0.755589,1.931651,1
2.021093,-3.979730,0.262167,1.291008,3.176072,1
-0.399874,2.294600,2.178134,2.634154,-1.679382,1
4.974833,1.006373,4.521912,-2.704315,0.340512,1
3.872889,0.501455,-1.561866,-4.829749,-2.044208,1
0.157130,-0.284786,-0.797528,0.974281,-0.985990,1
-0.488140,-2.053239,4.169258,0.307155,1.804359,1
0.255219,3.360799,1.356318,1.509486,-0.163445,1
-1.980887,3.196507,1.476065,-0.984607,-2.986689,1
-1.634635,1.288425,0.762495,0.228219,-0.468622,1
1.998407,3.521685,-2.540102,1.154454,-0.193028,1
-0.662378,-0.527554,1.301538,0.997947,-1.921837,1
1.333394,3.782892,-0.138535,-0.664227,0.693340,1
-1.472681,2.872910,1.690679,1.958466,-3.155552,1
3.045729,-2.832193,3.256041,3.419902,2.062875,1
3.862090,-3.337493,-3.503247,0.412883,-3.448255,1
-2.711157,-2.523496,3.998964,-0.211143,-0.623612,1
-1.983345,0.543547,0.468133,0.431257,-5.803223,1
-0.245347,0.725884,-4.078406,0.230640,-2.918272,1
-1.396862,2.871445,1.127799,-4.179380,4.590513,1
0.008275,8.052647,1.742315,3.302172,-0.543836,1
1.428308,-3.093678,-1.551763,-2.422913,3.125623,1
5.460842,-1.184388,1.324298,-0.674931,-1.627381,1
3.643198,-2.289275,1.326919,-4.173699,3.742926,1
2.915362,-0.591901,-1.530459,-3.486870,3.237565,1
0.434382,1.964374,0.625835,0.659485,0.433889,1
0.159255,4.008303,-1.960241,2.920744,-3.225464,1
-3.277602,2.420958,-1.700568,2.066341,0.561058,1
3.966944,1.344778,-3.542848,-6.014127,0.996126,1
-0.483358,0.303085,-4.564913,1.531178,1.663527,1
0.439911,2.327740,0.525316,1.693119,4.049442,1
2.003829,-0.087528,-4.997723,-1.295916,0.688447,1
0.705880,1.375514,-1.140810,1.500244,2.846174,1
-0.847811,2.549261,-1.572408,3.365946,-0.801313,1
1.054566,-0.962066,0.455276,-2.424034,-0.932020,1
2.268384,2.386972,1.944301,2.345809,0.981312,1
2.263303,-4.862511,0.168117,1.629609,0.878596,1
-2.048517,3.598127,-1.742006,0.176605,-1.260149,1
4.348911,2.666227,-2.597804,1.338651,0.054794,1
-0.271874,-0.693448,0.732553,-3.486104,5.590092,1
