-0.154129 -0.151723
0.815157 0.132153
-0.678849 0.028313
-0.404685 0.258358
-0.482677 0.224343
-0.162560 -0.636418
-0.469428 -0.484093
-0.341576 -0.683875
0.164402 -0.723967
0.350053 -0.020441
0.871078 0.282574
0.854919 -0.291482
0.338134 -0.019923
0.256111 -0.829341
-0.192227 0.980853
-0.606367 -0.526799
0.092552 -0.333111
0.089452 0.353002
-0.624990 -0.398733
0.335890 0.893406
-0.644618 -0.011738
-0.604595 0.030558
0.763321 0.484857
0.232196 -0.241430
-0.528286 0.796734
0.760517 -0.132812
0.277604 -0.127026
0.039875 0.492993
0.168821 0.511589
0.289727 0.348924
0.583943 -0.415850
-0.685042 -0.135168
-0.082271 0.526995
-0.605818 -0.424097
-0.165833 -0.708072
-0.426767 0.516987
0.124696 -0.700292
0.865663 0.323678
-0.625337 0.246505
0.160918 -0.310380
-0.097275 0.602367
0.119354 0.413922
0.089065 -0.870666
-0.570958 0.796324
0.245929 0.445267
0.240605 -0.782955
-0.172158 -0.114908
0.588556 0.730566
0.068481 -0.704412
0.492054 0.754001
-0.222699 0.895656
0.282284 -0.700591
0.184501 0.481709
0.278773 -0.795251
0.342804 0.014920
0.203892 0.852153
0.751963 0.459335
-0.115911 -0.183227
0.434797 0.164297
-0.421682 0.327950
-0.849323 0.505135
0.728472 0.354568
0.357288 -0.091421
0.353926 0.256229
-0.093459 0.394680
-0.145985 0.531312
0.475277 -0.644378
0.070453 0.357289
-0.365469 -0.494751
-0.478415 0.212848
-0.024333 -0.357142
0.123999 -0.260537
0.761050 0.447958
0.192105 -0.332408
0.370641 -0.198628
-0.053657 -0.319753
0.899654 -0.220458
-0.523745 -0.124679
-0.539169 -0.590233
0.262238 -0.155319
-0.024704 0.023288
-0.168071 0.377372
0.818348 -0.115797
-0.342744 0.470663
-0.654016 -0.033248
-0.672954 -0.134092
0.034901 -0.166887
0.131214 0.487514
-0.573028 0.789206
-0.610043 0.145379
0.627960 0.521171
-0.367107 -0.613052
0.491920 0.839052
-0.540692 -0.480538
0.006888 -0.191848
0.609650 0.701903
-0.152718 0.897406
-0.175975 -0.686384
0.815640 -0.089681
0.309881 0.425290
0.476733 -0.054326
-0.196308 0.542277
-0.312738 -0.623530
-0.643781 0.299483
-0.241013 0.432529
0.193616 0.389975
-0.094998 0.395895
0.648521 -0.315920
-0.418042 0.329291
-0.038563 -0.808316
0.460982 0.812163
0.209095 -0.207902
-0.061505 0.536956
0.878214 -0.293943
0.458641 -0.539828
-0.348143 0.540767
0.654768 -0.311107
0.675391 0.716790
-0.241642 -0.772832
-0.328608 0.564692
0.703380 -0.450394
0.009779 -0.693904
0.582101 0.661635
0.846863 0.236868
-0.046342 0.981460
-0.271836 -0.785422
0.528584 0.737529
-0.056312 0.063206
0.153055 0.953467
-0.261581 -0.074318
0.212820 0.895399
0.623238 -0.519118
0.937679 -0.151798
0.257831 0.465502
-0.331588 -0.723312
0.718937 0.592166
-0.327839 0.912167
-0.606951 0.279134
0.263346 -0.810007
-0.510065 0.201026
0.038195 -0.149940
0.182209 -0.727781
-0.161871 -0.776314
0.561845 -0.674687
0.408307 0.280783
0.192950 -0.843912
0.435221 0.086960
-0.549036 -0.301432
0.276953 -0.059102
0.790958 -0.346600
0.417709 -0.026833
0.497769 -0.748664
0.729653 0.397463
-0.128271 -0.077397
-0.665444 -0.040434
