-5.922575,-3.388796,0.457251,-3.373763,2.426610,-0.470737,3.573898,-1.723712,-0.566781,2.230833,-1.590405,-5.092758,-2.317410,0.282846,2.599224,1
4.920988,1.059009,3.237658,1.386993,0.908886,-3.871252,2.181915,-0.032456,-1.607712,1.196911,3.645460,-1.182981,1.146239,-6.553561,-2.781803,1
-1.711430,2.130900,4.750599,-2.632562,3.061092,3.531027,-1.384774,2.807913,0.988091,-1.614859,-5.983020,2.519930,3.377562,1.786560,-1.860478,1
-1.607621,1.846536,-0.508866,-0.122948,-4.331478,0.245410,0.662115,1.407678,1.750201,-4.973212,2.153155,2.161650,-3.498302,4.121872,2.492159,1
-0.533159,2.602438,0.589368,0.383257,-0.626069,-1.171464,-5.178782,-0.143454,-0.900167,0.546345,0.744356,-2.420852,1.204395,-0.017675,2.138229,1
4.136463,-0.905190,4.210606,2.573477,2.424465,1.328759,5.396656,2.634243,-0.699823,5.041996,-2.216030,4.207851,0.793647,2.367476,5.690376,1
0.399611,4.896652,2.479494,4.443068,2.683496,-0.995672,-0.772791,-0.391634,0.488949,-3.428013,0.944393,-2.746668,1.050424,4.611761,-0.024296,1
-1.850915,0.047190,6.274752,3.778570,5.815632,-1.496757,1.280688,-2.502368,1.678554,-1.038507,-0.115344,2.126180,2.827061,7.799978,0.365208,1
-0.582473,1.944968,1.076672,-3.738162,2.737055,-2.474813,3.687330,2.947128,-2.416277,2.448517,1.053203,2.388953,-2.741165,4.663736,-0.816978,1
0.349650,0.413683,-0.737759,3.083595,-1.761695,5.562626,5.162745,4.954170,-1.810493,5.096512,1.488768,-0.887728,-1.739294,3.021938,2.664194,1
6.963181,-0.218990,1.098009,2.192194,1.818830,0.958594,1.510636,-1.854022,-1.147088,5.920326,0.202451,-2.927529,0.521163,-0.432927,2.943647,1
-2.280880,-4.265809,1.289736,5.902414,2.696241,2.211561,-1.036472,-0.211850,0.800382,1.011238,2.879322,-0.532822,0.230531,-5.051019,-1.044835,1
-1.263184,-1.102178,3.290070,3.664160,3.940605,-2.663933,1.102120,2.769054,-4.586494,1.530959,4.430098,4.654821,0.259030,2.817532,2.862852,1
1.437096,1.972817,-0.395318,5.573599,-0.110173,0.243785,2.088878,3.101303,-3.128338,1.667640,-2.646024,4.974819,-3.614765,0.586360,-3.236447,1
4.392809,4.694334,-2.268541,-1.590435,-2.962741,0.587051,-4.209011,-1.176870,1.796879,4.387091,3.931458,1.595393,2.695757,1.487184,1.554237,1
-0.478601,2.142146,-2.781950,-1.898896,3.329943,-2.419898,-0.136342,-2.539628,4.076229,-0.086986,-4.730726,-0.731966,0.615685,6.414963,-0.444491,1
1.919367,0.075665,4.139606,-0.444359,3.939939,3.242071,6.031807,1.948163,1.595476,-3.710255,-0.767818,-2.772756,2.752617,1.849566,-1.369534,1
4.164600,-0.698833,0.670638,-2.018422,1.762153,-4.130700,5.062334,-1.237305,1.302324,0.010324,3.669641,0.619162,4.589262,-2.208512,3.791586,1
2.536875,0.030147,4.661936,5.826031,0.372569,2.234876,0.878190,-0.816677,3.215034,-2.612044,-4.900633,0.434379,1.830984,-6.123967,1.531489,1
-1.417024,2.828938,1.749331,-2.950592,0.032264,4.940784,2.966295,1.671769,0.844768,-3.749818,2.886974,3.055647,-2.059016,2.346987,1.813164,1
1.437996,2.902391,-0.591351,1.113099,0.971568,1.642001,-0.388831,3.678461,2.885807,-1.058177,5.431112,3.388418,5.481848,-0.978049,1.290173,1
4.822615,6.493319,2.099008,4.178881,3.783529,6.493917,-1.193820,2.165833,7.434879,-7.117956,5.362259,0.444705,2.835608,1.896899,3.666569,1
2.663002,-2.933931,-1.738645,0.953755,-0.452550,-5.847940,3.872131,3.664795,1.246597,-1.476767,1.255791,3.533670,-2.326803,-1.138277,3.813417,1
2.407056,0.041563,5.366465,-4.664458,-3.528710,3.851715,-1.657169,0.511509,-3.000834,5.675320,-2.487341,0.819749,1.123617,0.665893,-5.521612,1
-1.486303,1.424427,4.392998,0.379653,0.868397,0.869078,0.380000,-2.311491,3.887329,-1.819804,1.926173,-2.250521,0.427895,-0.574759,-0.936055,1
-5.776495,-1.966000,-1.096338,4.912685,2.854521,0.919968,-2.977665,1.479425,7.283987,2.054988,5.021820,-0.024637,5.968040,-5.649456,-0.366170,1
-3.627832,2.933353,4.631042,1.089451,2.651035,5.935097,-0.053096,2.641636,-1.731748,-2.172503,-2.491532,4.874718,1.738795,0.758722,1.252223,1
0.539815,-3.778234,1.930692,3.059141,2.581791,3.735441,2.789379,5.335632,-2.136637,-1.259589,-1.368258,3.805288,2.944794,-0.330223,0.642713,1
-1.046212,3.611843,-0.635049,0.508197,-0.108424,2.547094,5.521368,0.534389,6.493250,5.785522,1.357974,5.525421,6.481756,-1.517705,3.513931,1
5.072935,-4.863272,-0.913487,4.636269,2.145148,-6.274687,7.127382,3.938332,-3.785256,-0.367629,2.796629,4.112690,0.100944,2.758730,1.625896,1
0.790177,1.183062,-1.495296,3.162292,1.342991,-1.233649,0.194790,0.377223,0.150332,0.064162,2.498133,-0.765856,5.258667,3.108021,0.640944,1
-0.070813,1.283625,-0.920390,1.496706,-5.207557,-2.245742,-2.988930,4.218327,-1.203037,4.257315,5.400999,0.259256,1.863279,-2.835786,2.127575,1
-1.693971,4.175566,-0.214005,-2.098686,3.601938,-1.108603,-0.927062,3.206873,-0.449419,-1.280716,2.338452,-6.577412,1.311937,-2.485846,4.828972,1
-5.876388,-0.754466,-0.037717,2.279778,-1.668269,-0.987179,-1.780049,3.059361,4.037714,-5.317180,0.030595,-2.287955,0.872803,-0.453650,-1.821881,1
6.214420,-4.124369,2.942591,-4.008356,4.090338,1.910844,3.851206,-0.009727,2.244759,-0.890619,-2.069690,-0.628167,-4.248816,-0.091079,-5.612620,1
-5.986696,-0.834471,-0.480809,2.276073,-3.973383,-0.828620,-1.877695,-2.511830,1.808655,-2.994336,0.632465,0.125099,-4.586658,-2.211377,5.118219,1
1.780801,-5.075822,3.032867,-4.697669,-3.112849,-2.065818,1.544585,-1.811587,0.116131,1.395365,-0.469214,3.594603,1.513938,2.439141,-1.355395,1
-2.053962,-0.262631,0.128449,2.069356,5.737648,0.034879,-2.053892,-0.534853,-0.854075,-0.208442,2.132354,4.343658,3.002165,-1.728113,5.475084,1
0.633888,-2.977053,1.178285,1.658600,-3.857873,0.355256,3.180176,0.768780,-1.084175,-2.230165,1.281507,-2.237310,1.602005,4.430988,6.014030,1
4.680481,5.750904,1.351973,0.514850,0.631657,3.412241,5.717009,0.934562,7.434141,-1.549046,-2.087268,-1.935905,4.744312,1.393200,2.928886,1
-2.215169,-5.961999,-0.291118,0.119137,-2.858689,-3.373179,-0.489527,-1.988618,1.297634,-0.464454,2.933464,-1.938112,-0.020863,-0.441704,0.057603,1
0.718791,2.126295,-2.589768,2.235767,4.050844,-0.479283,0.503419,4.377155,-3.381933,-1.767518,-4.011361,-4.503367,-5.289039,4.795851,1.121919,1
-5.237873,6.524237,-0.979471,-0.604902,1.041080,1.463268,-0.466741,1.423268,3.627232,-2.601387,4.092602,-1.423160,-0.078614,6.220755,2.994867,1
3.721655,0.243898,2.452804,4.327694,5.627369,3.983547,0.454108,-0.985055,3.219551,-3.392283,5.325890,1.022470,2.003106,1.435264,2.063030,1
-4.265419,0.623590,1.834168,1.729492,-1.808722,2.782503,7.969807,4.130394,2.145860,0.451392,-1.263259,-0.382313,-2.183558,-0.125857,-0.035336,1
5.459126,2.566256,-2.242091,-0.301537,-0.790799,-0.603942,6.360380,2.718210,-5.914528,-0.836954,0.513263,0.694723,5.677626,3.607901,7.405016,1
-2.224758,1.494226,2.021338,-1.829547,1.761498,-2.290673,5.310450,2.298950,-2.384918,0.305613,-3.074862,3.634403,0.192991,0.434624,-2.486987,1
-0.821960,3.487534,-1.825893,-0.516654,0.001338,2.307738,0.853154,-0.107959,-3.206905,2.098952,4.173079,-1.531223,0.656290,0.599006,-0.845507,1
-1.198461,-1.919107,-1.848688,3.182602,2.624685,1.797236,-2.209665,1.445506,-3.119770,2.340843,-4.624711,1.761041,1.874341,1.471867,-3.343219,1
-0.722292,3.650631,3.087093,3.624752,-0.877635,-2.654860,-3.271913,-2.168111,-0.146145,5.161371,-2.920129,-0.844850,1.760489,2.591171,-3.003197,1
0.311512,-1.733085,-1.764922,1.330163,0.822269,3.314339,1.505171,0.882447,-1.704209,3.998335,-1.602827,-2.237433,2.963245,4.689329,1.519583,1
