0.701998,-0.302282,-1.164794,0.178262,1.180566,0.465625,0.065741,0.414046,0.057832,0.783596,0.190479,0.360465,-0.253946,0.803950,0.464361,0.610696,1.317738,0.566811,0.329452,0.081512,0.639987,-0.362798,-0.730250,0.343047,-0.722385,-0.951066,1.157358,-0.325027,-1.331973,-0.437317,1
0.461667,-0.176097,-0.530316,0.492799,0.678363,-0.143535,0.861621,1.266008,-0.860540,0.359247,-0.417245,-0.596169,-0.204248,0.054233,-0.186323,-0.526718,-0.838902,0.439996,-0.191244,-0.238496,-0.881358,-0.061024,0.954849,0.181642,0.479361,-0.417916,-0.122779,0.993036,0.005722,0.362346,1
1.776884,-0.768449,0.787160,-0.257438,-1.442465,-0.000299,0.716331,0.500064,1.050405,-0.293502,-1.406796,-0.546038,1.323483,0.354434,0.062430,0.521701,0.014120,1.442796,0.614032,0.808451,0.358512,0.479195,0.327525,0.227471,-0.365025,-0.978771,0.603597,-0.375147,-0.512252,-1.141203,1
-0.073559,-0.454979,0.700388,-0.593547,-0.716677,-0.997632,0.068877,0.754382,1.199283,0.746831,1.243133,0.087525,0.743226,-0.888827,0.048113,-0.400346,0.697127,-0.924818,0.873913,-0.747986,0.894707,1.626023,-0.481187,0.344115,0.399182,0.252181,-0.123659,-1.060151,-1.131540,0.542694,1
0.684175,0.409784,0.319124,-0.235407,0.207061,0.031629,-0.906669,1.154489,-0.325635,-0.184227,0.236881,-0.780034,-0.682950,0.072647,0.578680,-1.075968,1.256504,-0.243948,0.932520,-0.516894,0.107819,1.024646,0.315670,0.574434,-1.130577,-0.675893,-0.510461,0.557919,-0.275873,-0.477129,1
2.053348,0.079376,-0.409135,0.207303,-0.672207,0.745039,-1.186206,-0.045326,-0.162761,-1.638091,0.840948,-0.316327,0.176350,-0.013657,1.264432,-1.323626,-0.292994,0.827826,0.113124,0.217207,-0.035976,-1.249857,0.358805,-0.618930,0.005606,-1.502309,-0.535387,-0.889062,0.451353,-0.730906,1
1.357610,0.700394,-0.511786,-0.449947,0.912895,-0.800231,0.035108,-0.138015,-0.007988,-0.385573,-0.952901,0.349300,0.442035,-0.955338,0.089745,0.481557,-0.847495,0.979098,-1.408238,1.142973,0.430569,-0.196959,-0.135896,-0.823701,0.061918,-0.295327,0.637719,-1.247992,0.100059,-1.022527,1
0.578048,1.586983,0.577157,0.615799,0.411645,-0.320406,0.537431,0.284979,-0.055370,-0.100771,0.251035,0.027743,0.227003,0.245728,1.065184,0.932567,-1.125315,0.247142,0.289388,0.114638,-0.026842,-0.380064,0.331718,-0.464638,0.303399,-0.863596,0.471601,-0.485979,0.606221,-1.182545,1
1.839312,-1.258593,0.558204,-0.167005,0.982167,0.726982,0.866252,0.750020,0.852425,0.124456,0.596899,0.400574,0.313853,-0.468144,-0.024072,0.558374,0.266445,-1.227651,0.895592,-0.054662,0.040720,0.620331,0.032067,-0.650358,0.958472,-0.193524,0.052851,0.023404,0.009778,0.448170,1
0.411000,0.840767,0.498484,0.153300,0.004309,0.259075,-0.651342,1.505373,0.456372,0.496398,0.319920,-0.663749,0.187339,1.017993,-0.136897,-0.456062,0.456954,0.588981,0.006803,-0.056982,-0.375452,-0.418454,0.337307,0.012802,0.338041,1.100802,-1.133921,-2.244827,-0.405286,0.478105,1
0.914412,0.998200,-0.167598,-0.496702,0.121542,0.756938,0.887331,1.290184,0.404358,-0.910088,-0.343291,0.562220,-0.593317,0.687056,-0.342164,-0.973429,-0.386102,1.128381,-0.067990,-0.232085,0.511253,-0.225233,1.106918,0.784930,0.105992,1.630084,-1.462809,-1.262686,0.229730,0.957865,1
-0.106725,-0.736152,-0.819218,-0.177631,0.829002,-0.234932,0.041124,-1.180219,-0.548601,-0.061034,0.238251,-0.607625,-0.136006,-0.661014,-0.802131,0.243026,-0.341970,0.815545,-0.952424,-1.147833,0.817885,-1.261586,-0.126870,0.042335,0.915588,-0.344786,0.396369,1.057414,-0.678736,0.519183,1
0.906807,1.259477,-0.321554,-0.203141,-0.404477,-1.185724,0.370187,-0.458504,-0.311784,0.379572,-0.171433,1.460032,1.389807,1.257367,-1.216844,0.161071,-0.683950,0.664164,-0.579848,0.381011,-1.697287,1.229436,0.312376,1.224396,0.834502,0.913098,0.653518,-1.052042,0.614178,0.251657,1
1.669658,-0.476541,-0.072192,-0.506862,0.182908,-0.024662,-0.549955,1.291423,0.565096,-0.192674,1.068151,-0.683527,0.086484,-0.992953,0.700167,-0.576916,-0.318937,-0.468343,0.051236,0.236001,-1.003972,-0.271413,-0.126599,-0.714731,-0.301855,-0.340209,0.926909,-1.632574,0.300552,0.606419,1
0.178277,1.140678,-1.530171,-0.045924,-1.026515,1.382561,0.003756,2.129478,-1.249981,-0.405529,-0.332177,0.539927,-1.347242,-0.218656,0.588034,-0.821364,-0.345927,0.222341,0.028172,-0.917903,-1.412933,-0.564218,0.125348,0.244994,1.121698,1.106371,0.887141,1.060750,-0.380092,-0.341364,1
1.016811,-0.595699,0.627890,-0.261632,-0.274345,-0.720968,-1.477626,0.008628,0.956904,-1.624179,0.325618,0.448838,-0.861745,-0.209419,0.758678,1.138054,-1.876215,0.365526,-0.083052,1.402400,0.175975,-0.292020,0.628631,-1.479949,1.174167,-0.123225,-0.280327,0.055873,0.345088,0.040803,1
0.629230,0.227845,-0.642026,0.279923,1.020278,-0.004889,-1.236923,1.968223,-0.119547,-0.471878,0.469857,-0.242892,1.172029,0.413286,0.600502,0.181700,0.680947,0.861944,-0.844994,1.247430,0.032696,1.315299,0.005393,-0.706849,0.476614,0.727286,-0.329132,0.037117,-0.185996,-0.096652,1
1.792802,0.648438,1.090249,-0.418713,0.320243,2.038940,0.503966,0.587987,-0.450183,0.310915,-0.166482,0.041709,-0.635072,0.642058,-0.656567,-0.287026,0.472203,-1.344347,0.148566,0.580723,0.769742,-0.099643,0.340460,0.443568,0.129118,-0.838336,1.021433,0.810592,0.649537,0.628763,1
0.169419,-0.756159,-0.010387,-0.394743,0.240068,0.277619,0.197353,0.357339,0.883675,-0.228245,-0.629328,-0.920614,-0.124090,-0.561543,-0.432546,-1.226954,0.373567,-0.058451,0.209028,0.530188,0.149540,1.452542,-0.721703,-0.498283,-0.864957,0.479607,0.923965,0.734913,-0.981796,-1.267323,1
1.243429,1.452209,0.605704,-0.594434,0.583191,0.160534,-1.247996,0.967451,0.313324,-0.197331,-0.596915,-1.193392,0.588443,-0.107198,0.404716,-0.061593,-0.142073,0.513920,0.091688,-1.212348,1.095515,0.080871,0.504030,-0.179058,0.360407,-1.269885,0.198187,0.051207,-0.924582,-0.125644,1
1.525269,1.965095,-0.533397,-0.990058,-0.126576,0.028379,-0.298929,2.143778,0.234996,-0.401943,1.018306,-0.345906,-0.923832,-0.344029,0.097506,0.064448,0.030499,-0.768850,-0.010244,-0.281472,-0.618757,-1.106885,-1.132214,-0.660323,-0.373495,0.083830,-0.414378,-1.223533,-0.112782,0.565210,1
0.952935,0.203980,-0.361417,-1.231129,0.072523,-0.708206,-0.214876,0.044391,0.424978,-0.400830,0.665705,-0.316991,0.055173,-0.221512,0.007559,-0.001186,-0.245263,-0.553970,-0.732583,0.908041,-0.540227,0.997384,-0.230820,1.638012,0.503475,0.563499,-0.462339,0.638452,-0.945522,-0.066817,1
0.835204,0.329667,0.253429,0.176602,-0.058827,0.494106,-0.804244,-0.548766,-0.283426,1.323409,-0.309698,0.616271,0.542604,-2.008900,-0.581446,-0.866269,-0.466194,0.399438,-0.008660,0.276282,1.407799,1.074956,0.334991,0.233220,-0.523706,-1.980225,-1.547852,0.265003,-0.573013,-0.517025,1
2.507443,-0.011238,0.446721,-0.627267,0.167108,0.572370,-0.136249,-0.371765,0.569051,-0.283184,-0.309944,-0.563510,2.037346,1.383065,0.948408,-0.358067,-0.497990,0.627122,0.972619,-1.332546,1.230680,-1.082847,0.532690,0.078303,0.508111,0.022441,0.768384,-0.806058,-0.673289,-0.473416,1
2.456953,-0.169119,1.736351,0.277057,-1.092241,-0.803388,0.371594,-0.110210,1.738290,1.161044,1.174542,-0.723251,1.065109,-0.064070,0.434088,0.466810,0.148731,0.831903,0.637146,0.193372,-0.168215,-0.702967,-0.344688,0.013531,-0.347787,-0.038458,-0.049935,1.275757,0.251866,-0.054343,1
0.394555,0.906867,0.868994,-0.045422,1.387324,1.168845,0.032264,0.722008,-0.786263,0.156682,-0.417308,0.252193,-0.700449,1.470933,-1.728594,-0.695041,-0.483534,-0.762533,0.804865,-0.884972,0.772400,0.191388,-1.203335,-0.190002,-1.080405,-0.699085,0.186175,-1.840120,0.541367,0.380391,1
0.814396,0.919852,-1.604885,1.334948,-0.209164,1.739030,0.020674,0.223086,-0.001779,0.296500,-1.079741,-0.469169,-0.035211,-1.715260,1.066368,0.513107,1.261215,-0.812949,0.432484,-0.434970,-0.556056,0.260901,0.817729,0.371826,0.561527,0.348574,-0.412543,-0.280993,0.572185,-0.642188,1
0.755942,0.335689,0.377896,-0.712531,-0.096711,-0.313822,0.297206,0.148990,0.083102,0.422957,0.070977,-0.158847,-0.346525,-0.717242,0.873526,0.820844,-0.149956,0.316523,-0.301861,0.577500,0.207689,2.174060,0.082498,0.822498,-0.473910,0.384012,0.498370,0.803153,0.505616,-0.799381,1
